_id,id,title,type,year,province,district,commune,project_budget_KHR,project_completion_cost_KHR,awarded_tenderer,environmental_impact,contract_id,view_detail,reference,last_update
292,292,Unlined earth canal,Canal,2016,Banteay Meanchey,Mongkol Borei,Srah Reang,"116,299,061","62,095,000",Chao Chiva,Not required,010212/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=24abfb5f-91c7-4aee-92e5-a6e3008d46ea,PID__02.12.2020.pdf,2021-01-04T00:00:00
293,293,Red gravel road,Road,2017,Banteay Meanchey,Mongkol Borei,Srah Reang,"132,353,029","123,554,444",Tes Narin,Not required,010212/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b4f68f52-5255-4e27-871a-a9df007e5793,PID__02.12.2020.pdf,2021-01-04T00:00:00
294,294,Laterite road,Road,2018,Banteay Meanchey,Mongkol Borei,Srah Reang,"109,961,095","107,999,999",Tes Narin,Not required,010212/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5524869b-d179-422c-a210-aae200edba89,PID__02.12.2020.pdf,2021-01-04T00:00:00
295,295,Gravel road,Road,2014,Banteay Meanchey,Mongkol Borei,Ta Lam,"96,328,231","105,880,280",Sem Moun,Required and completed,010213/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1be0168c-0b28-45b1-bf72-a3ef008ad790,PID__02.12.2020.pdf,2021-01-04T00:00:00
296,296,Earth road,Road,2015,Banteay Meanchey,Mongkol Borei,Ta Lam,"68,829,406","76,563,491",Tes Narin,Required and completed,010213/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1aa58e04-9b14-42fa-bd2f-a5b60100063f,PID__02.12.2020.pdf,2021-01-04T00:00:00
297,297,Gravel road,Road,2016,Banteay Meanchey,Mongkol Borei,Ta Lam,"61,420,488","63,793,455",Tes Narin,Required and completed,010213/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=26a32fd9-01f3-4179-9104-a66b00f841be,PID__02.12.2020.pdf,2021-01-04T00:00:00
298,298,Gravel road,Road,2017,Banteay Meanchey,Mongkol Borei,Ta Lam,"76,871,845","90,948,000",Chao Chiva,Required and completed,010213/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=797c0cd9-498b-4f63-a4d9-a9de00603b20,PID__02.12.2020.pdf,2021-01-04T00:00:00
299,299,Laterite road,Road,2018,Banteay Meanchey,Mongkol Borei,Ta Lam,"97,001,196","95,680,000",Chao Lign Chhign,Required and completed,010213/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d676e3f4-f15c-4ac5-96e5-aae200af6215,PID__02.12.2020.pdf,2021-01-04T00:00:00
300,300,Laterite road,Road,2014,Banteay Meanchey,Phnum Srok,Nam Tau,"80,392,881","96,639,400",Veung SoMeng,Not required,010301/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ae74466c-3d3d-4a62-b7d2-a42f00fc1975,PID__02.12.2020.pdf,2021-02-04T00:00:00
301,301,Gravel road,Road,2015,Banteay Meanchey,Phnum Srok,Nam Tau,"84,298,956","62,163,750",Phaan Tara Construction,Not required,010301/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1e5dab15-efee-4138-a368-a53800a6af47,PID__02.12.2020.pdf,2021-02-04T00:00:00
302,302,Earth road,Road,2016,Banteay Meanchey,Phnum Srok,Nam Tau,"26,747,789","28,490,000",Phaan Tara Construction,Not required,010301/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ef25dba7-5ed4-48c7-9ea9-a68a00ac4d12,PID__02.12.2020.pdf,2021-02-04T00:00:00
303,303,Gravel road,Road,2016,Banteay Meanchey,Phnum Srok,Nam Tau,"92,067,478","103,923,930",Phaan Tara Construction,Not required,010301/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=948a3a42-6b59-43be-a643-a68a00b0607a,PID__02.12.2020.pdf,2021-02-04T00:00:00
304,304,Laterite road,Road,2017,Banteay Meanchey,Phnum Srok,Nam Tau,"96,341,856","88,253,550",Phaan Tara Construction,Not required,010301/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a3230ba0-6815-46ac-839d-a9e3009a6c40,PID__02.12.2020.pdf,2021-02-04T00:00:00
305,305,laterite road,Road,2018,Banteay Meanchey,Phnum Srok,Nam Tau,"137,162,249","137,576,274",Tes Narin,Not required,010301/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1a863002-1d75-44fd-b4b5-ab4100f5385f,PID__02.12.2020.pdf,2021-02-04T00:00:00
306,306,laterite road,Road,2019,Banteay Meanchey,Phnum Srok,Nam Tau,"142,221,680","142,245,000",Chao Lign Chhign,Not required,010301/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f6e22d37-b6a6-423c-83b3-abf90093f48e,PID__02.12.2020.pdf,2021-02-04T00:00:00
307,307,Rehabilitation of canals and drainage,Road; Drainage,2014,Banteay Meanchey,Phnum Srok,Poy Char,"71,709,940","82,511,000",Veung SoMeng,Not required,010302/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=38a31666-7f10-4f29-85da-a42f01031bf7,PID__02.12.2020.pdf,2021-02-04T00:00:00
308,308,unlined earth canal,Canal,2015,Banteay Meanchey,Phnum Srok,Poy Char,"74,412,191","58,080,000",Veung SoMeng,Not required,010302/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c62d997c-ffcc-400f-9d70-a58d010705ae,PID__02.12.2020.pdf,2021-02-04T00:00:00
309,309,miscellaneous pipe culverts,Drainage,2016,Banteay Meanchey,Phnum Srok,Poy Char,"82,837,100","63,580,000",Thoeun Sopheak,Not required,010302/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=896cfe72-93be-4cfe-a8aa-a64200b44373,PID__02.12.2020.pdf,2021-02-04T00:00:00
310,310,Laterite road,Road; Drainage,2017,Banteay Meanchey,Phnum Srok,Poy Char,"106,777,890","52,662,500",Tes Narin,Not required,010302/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=334a8037-7514-429b-b8cd-a9de01041472,PID__02.12.2020.pdf,2021-02-04T00:00:00
311,311,Laterite road,Road,2017,Banteay Meanchey,Phnum Srok,Poy Char,"69,564,081","77,003,080",Chao Lign Chhign,Not required,010302/17/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a260ab7b-6a79-4b3a-8450-a9df00f43daf,PID__02.12.2020.pdf,2021-02-04T00:00:00
312,312,laterite Road,Road,2018,Banteay Meanchey,Phnum Srok,Poy Char,"112,747,421","109,172,000",Khim Taily,Not required,010302/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4569cb4f-fe3c-4268-aeb2-ab2700a2d72b,PID__02.12.2020.pdf,2021-02-04T00:00:00
313,313,laterite road,Road,2019,Banteay Meanchey,Phnum Srok,Poy Char,"133,364,722","133,207,100",Chhour Kongveng,Not required,010302/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=83d81f36-c638-4f98-89ae-abf9009d7a04,PID__02.12.2020.pdf,2021-02-04T00:00:00
314,314,Laterite road,Road; Drainage,2014,Banteay Meanchey,Phnum Srok,Ponley,"161,770,095","193,053,950",Tes Narin,Not required,010303/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=694cc5fb-5e7d-4910-9a96-a404010797aa,PID__02.12.2020.pdf,2021-02-04T00:00:00
315,315,Gravel road,Road,2015,Banteay Meanchey,Phnum Srok,Ponley,"77,399,587","57,354,000",Khim Taily,Not required,010303/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=74216de5-74fc-4bc2-aa57-a53800abbe45,PID__02.12.2020.pdf,2021-02-04T00:00:00
316,316,Gravel road,Road,2016,Banteay Meanchey,Phnum Srok,Ponley,"93,443,828","103,001,095",Tes Narin,Not required,010303/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=add58e0d-122e-4484-977a-a68900f5164d,PID__02.12.2020.pdf,2021-02-04T00:00:00
317,317,Laterite road,Road,2017,Banteay Meanchey,Phnum Srok,Ponley,"85,731,407","94,656,492",Tes Narin,Not required,010303/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e31939b7-b6cd-471a-a7c2-a9e300a74e9d,PID__02.12.2020.pdf,2021-02-04T00:00:00
318,318,laterite road,Road,2018,Banteay Meanchey,Phnum Srok,Ponley,"104,564,693","104,668,000",Sim Vathana,Not required,010303/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=967ba1e2-3d71-428e-a0fe-ab4400a69f8f,PID__02.12.2020.pdf,2021-02-04T00:00:00
319,319,laterite road,Road,2019,Banteay Meanchey,Phnum Srok,Ponley,"131,449,761","131,316,000",Chao Lign Chhign,Not required,010303/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1286bd72-4b34-469a-99c5-abfa00996ad2,PID__02.12.2020.pdf,2021-02-04T00:00:00
320,320,Earth road,Road,2014,Banteay Meanchey,Phnum Srok,Spean Sraeng,"52,799,126","63,677,900",Bu Lonki,Not required,010304/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b3135775-56fe-4868-a47e-a42f00aa2ebe,PID__02.12.2020.pdf,2021-02-04T00:00:00
321,321,Gravel road,Road,2015,Banteay Meanchey,Phnum Srok,Spean Sraeng,"56,012,540","41,895,441",Lam Chhoeun,Not required,010304/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7a5a01d1-1ea0-4702-94a4-a58500a870f4,PID__02.12.2020.pdf,2021-02-04T00:00:00
322,322,Earth road,Road,2015,Banteay Meanchey,Phnum Srok,Spean Sraeng,"57,248,552","40,264,618",Lam Chhoeun,Not required,010304/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e33538d7-b1e5-49b7-8d11-a5b10093e5aa,PID__02.12.2020.pdf,2021-02-04T00:00:00
323,323,Gravel road,Road,2016,Banteay Meanchey,Phnum Srok,Spean Sraeng,"91,512,046","97,570,000",LPR,Not required,010304/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=971010ba-7fd6-4d56-90cd-a68900f1e242,PID__02.12.2020.pdf,2021-02-04T00:00:00
324,324,Laterite road,Road,2017,Banteay Meanchey,Phnum Srok,Spean Sraeng,"65,997,263","53,249,900",R.M.T,Not required,010304/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c33a5dab-4d9d-4d36-b8f6-a9e300b014a9,PID__02.12.2020.pdf,2021-02-04T00:00:00
325,325,laterite road,Road,2018,Banteay Meanchey,Phnum Srok,Spean Sraeng,"95,808,311","96,078,522",Tes Narin,Not required,010304/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d7016747-f2d9-4a06-8867-ab4200ad4e3b,PID__02.12.2020.pdf,2021-02-04T00:00:00
326,326,laterite road,Road,2019,Banteay Meanchey,Phnum Srok,Spean Sraeng,"90,964,387","91,011,900",Phaan Tara Construction,Not required,010304/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=98d01f19-39a4-458a-85aa-abfa00a9156d,PID__02.12.2020.pdf,2021-02-04T00:00:00
327,327,Laterite road,Road; Drainage,2014,Banteay Meanchey,Phnum Srok,Srah Chik,"59,467,504","75,350,000",Bu Lonki,Not required,010305/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=21b97721-3b05-4de8-a8eb-a4020104fd65,PID__02.12.2020.pdf,2021-02-04T00:00:00
328,328,Gravel road,Road,2015,Banteay Meanchey,Phnum Srok,Srah Chik,"64,509,605","43,312,500",Chao Lign Chhign,Not required,010305/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d661a197-6f33-45c1-844c-a53f009bf893,PID__02.12.2020.pdf,2021-02-04T00:00:00
329,329,unlined earth canal,Canal,2016,Banteay Meanchey,Phnum Srok,Srah Chik,"81,564,756","39,358,000",Khim Taily,Not required,010305/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8fb3a526-144d-47e6-bf38-a67c00fbc4ff,PID__02.12.2020.pdf,2021-02-04T00:00:00
330,330,Gravel road,Road,2016,Banteay Meanchey,Phnum Srok,Srah Chik,"45,242,322","42,460,000",Sam Ke,Not required,010305/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=63638a4f-4d51-4b11-9bbc-a73800a77b57,PID__02.12.2020.pdf,2021-02-04T00:00:00
331,331,canal,Canal,2017,Banteay Meanchey,Phnum Srok,Srah Chik,"82,358,816","74,002,500",Khim Taily,Not required,010305/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=fd8f8446-3146-4c5e-967c-a9e0009c94ef,PID__02.12.2020.pdf,2021-02-04T00:00:00
332,332,laterite road,Road,2018,Banteay Meanchey,Phnum Srok,Srah Chik,"66,996,467","65,449,600",Touch Seangchi,Not required,010305/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=679d49ea-0451-42b0-87f7-ab4200a0d95e,PID__02.12.2020.pdf,2021-02-04T00:00:00
333,333,pip,Drainage,2018,Banteay Meanchey,Phnum Srok,Srah Chik,"39,412,911","39,835,000",Touch Seangchi,Not required,010305/18/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0cdca549-099c-4e45-87f0-ab4200a707a2,PID__02.12.2020.pdf,2021-02-04T00:00:00
334,334,laterite road,Road,2019,Banteay Meanchey,Phnum Srok,Srah Chik,"90,359,316","64,375,221",Khim Taily,Not required,010305/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=24c0902d-1087-41ab-b67b-abfa00f12647,PID__02.12.2020.pdf,2021-02-04T00:00:00
335,335,pip,Drainage,2019,Banteay Meanchey,Phnum Srok,Srah Chik,"25,205,176","24,850,000",Tes Narin,Not required,010305/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=91e73abc-f94e-46d8-88c2-abfa00f8a0fb,PID__02.12.2020.pdf,2021-02-04T00:00:00
336,336,Laterite road,Road,2014,Banteay Meanchey,Phnum Srok,Phnum Dei,"69,101,034","72,710,000",Sim Vathana,Required and completed,010306/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c94d0702-6c3c-432b-931e-a42f00a3397c,PID__02.12.2020.pdf,2021-02-04T00:00:00
337,337,Gravel road,Road,2015,Banteay Meanchey,Phnum Srok,Phnum Dei,"77,443,234","66,187,000",Mr.Veung SoMeng,Required and completed,010306/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=adb127a4-690f-41eb-92f0-a5a80106bb33,PID__02.12.2020.pdf,2021-02-04T00:00:00
338,338,earth road and single pipe culvert,Road; Drainage,2016,Banteay Meanchey,Phnum Srok,Phnum Dei,"81,401,835","90,349,600",Lam Chhoeun,Required and completed,010306/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=2e07240a-95f4-47fd-984b-a67b01095894,PID__02.12.2020.pdf,2021-02-04T00:00:00
339,339,Laterite road,Road; Drainage,2017,Banteay Meanchey,Phnum Srok,Phnum Dei,"78,009,310","87,035,298",Chao Lign Chhign,Required and completed,010306/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5158e1dd-83c3-4e6a-bf17-a9e000a70df3,PID__02.12.2020.pdf,2021-02-04T00:00:00
340,340,canel,Canal,2018,Banteay Meanchey,Phnum Srok,Phnum Dei,"98,784,005","98,640,000",Sim Vathana,Required and completed,010306/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=43b16fba-0de1-4ddd-9cf2-ab4200b4ea01,PID__02.12.2020.pdf,2021-02-04T00:00:00
341,341,laterite road,Road,2019,Banteay Meanchey,Phnum Srok,Phnum Dei,"122,516,773","122,700,000",Veung SoMeng,Required and completed,010306/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=435eba49-33e6-440c-b9e2-abfa00a1df15,PID__02.12.2020.pdf,2021-05-04T00:00:00
342,342,Ame Concrete Road,Road,2014,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,"67,502,306","75,317,000",R.M.T,Not required,010401/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9809e138-be60-4c86-9da5-a38d008ce46b,PID__02.12.2020.pdf,2021-05-04T00:00:00
343,343,Trail road,Road,2015,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,"66,098,276","39,215,000",Chao Lign Chhign,Not required,010401/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4851f73e-eaee-422f-afef-a4c900a8059b,PID__02.12.2020.pdf,2021-05-04T00:00:00
344,344,Earth road,Road,2016,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,"85,674,963","71,258,000",Hourt Touch,Not required,010401/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=31cfb609-659b-4fe5-a057-a641009ffba7,PID__02.12.2020.pdf,2021-05-04T00:00:00
345,345,Earth road,Road,2017,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,"85,674,963","103,015,000",Sim Vathana,Not required,010401/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=31cfb609-659b-4fe5-a057-a641009ffba7,PID__02.12.2020.pdf,2021-05-04T00:00:00
346,346,Earth road,Road,2018,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,"85,674,963","77,600,000",S R Engineering & Construction,Not required,010401/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=31cfb609-659b-4fe5-a057-a641009ffba7,PID__02.12.2020.pdf,2021-05-04T00:00:00
347,347,concret road,Road,2019,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,"117,679,703","121,780,000",R.M.T,Not required,010401/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=879258e0-8e3f-4e33-835f-ab7d008f71f0,PID__02.12.2020.pdf,2021-05-04T00:00:00
348,348,Laterite road,Road,2014,Banteay Meanchey,Preah Netr Preah,Chob Vari,"138,933,118","154,451,000",Sreun Sokha,Required and completed,010402/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=158979ad-0856-4553-be15-a3a900bab6f7,PID__02.12.2020.pdf,2021-05-04T00:00:00
349,349,Gravel road,Road,2015,Banteay Meanchey,Preah Netr Preah,Chob Vari,"75,818,855","79,579,500",Soeng Seu,Required and completed,010402/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5cbca0c2-5d34-4ba5-9d9a-a51c00a7d846,PID__02.12.2020.pdf,2021-05-04T00:00:00
350,350,earth road,Road,2016,Banteay Meanchey,Preah Netr Preah,Chob Vari,"84,059,751","47,575,000",Khim Taily,Required and completed,010402/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=52286cb4-fd71-48d3-9375-a6fd00aafd1b,PID__02.12.2020.pdf,2021-05-04T00:00:00
351,351,Laterite road,Road,2017,Banteay Meanchey,Preah Netr Preah,Chob Vari,"131,151,874","142,274,000",R.M.T,Required and completed,010402/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c0e5066a-10df-4f7e-b881-a9c50051883c,PID__02.12.2020.pdf,2021-05-04T00:00:00
352,352,Laterite road,Road; Drainage,2018,Banteay Meanchey,Preah Netr Preah,Chob Vari,"112,455,524","110,401,000",Khim Taily,Required and completed,010402/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b126d6de-31a7-41a4-bc93-aa62003f91e8,PID__02.12.2020.pdf,2021-05-04T00:00:00
353,353,Laterite road,Road,2019,Banteay Meanchey,Preah Netr Preah,Chob Vari,"114,311,595","143,865,500",Khim Taily,Required and completed,010402/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e38e3607-83c4-4d33-a616-ab7d00eeeb38,PID__02.12.2020.pdf,2021-05-04T00:00:00
354,354,Gravel road,Road,2014,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,"96,896,999","105,942,408",CM,Not required,010403/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8fb294a6-6561-4e8e-af77-a38e00ed9012,PID__02.12.2020.pdf,2021-06-04T00:00:00
355,355,Gravel road,Road,2015,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,"92,222,292","70,240,500",Phaan Tara Construction,Not required,010403/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=fea81cdd-1c3a-4e9d-b3f9-a4c9009c1484,PID__02.12.2020.pdf,2021-06-04T00:00:00
356,356,Gravel road,Road,2016,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,"121,429,492","135,088,800",CM,Not required,010403/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c2d8b42f-4d4c-4d3b-b7d6-a65f00a9cef4,PID__02.12.2020.pdf,2021-06-04T00:00:00
357,357,Laterite road,Road,2017,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,"110,162,336","85,882,500",Touch Seangchi,Not required,010403/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=53b7f0bc-4fd9-4ce7-aa41-a9c6003d4290,PID__02.12.2020.pdf,2021-06-04T00:00:00
358,358,Laterite road,Road; Drainage,2018,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,"176,772,147","168,150,000",Phaan Tara Construction,Not required,010403/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9267da29-baff-4aec-890f-aa630046ff06,PID__02.12.2020.pdf,2021-06-04T00:00:00
359,359,Gravel road,Road,2019,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,"140,176,098","176,250,000",Touch Seangchi,Not required,010403/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e613fc8d-5f20-4c78-a6f9-ab8000fda9b9,PID__02.12.2020.pdf,2021-06-04T00:00:00
360,360,Laterite road,Road,2014,Banteay Meanchey,Preah Netr Preah,Prasat,"72,530,662","80,877,500",CM,Required and completed,010404/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b51a9914-5b27-46ef-bfb5-a3e800f616e7,PID__02.12.2020.pdf,2021-06-04T00:00:00
361,361,Earth road,Road,2015,Banteay Meanchey,Preah Netr Preah,Prasat,"73,756,072","55,569,412",Lam Chhoeun,Required and completed,010404/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4e0a14c2-1230-4d05-b492-a51c00ef668f,PID__02.12.2020.pdf,2021-06-04T00:00:00
362,362,earth road,Road,2016,Banteay Meanchey,Preah Netr Preah,Prasat,"78,641,955","46,046,000",Chan Sothy,Required and completed,010404/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f219335a-e2bd-4ff4-8d45-a6fd009fd830,PID__02.12.2020.pdf,2021-06-04T00:00:00
363,363,Laterite road,Road,2017,Banteay Meanchey,Preah Netr Preah,Prasat,"116,900,191","129,965,000",Khim Taily,Required and completed,010404/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c86222c6-6b22-4799-a5a8-a9c60045a3f3,PID__02.12.2020.pdf,2021-06-04T00:00:00
364,364,box culvert,Drainage,2018,Banteay Meanchey,Preah Netr Preah,Prasat,"24,762,300","24,500,000",R.M.T,Required and completed,010404/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b6e04e50-eb6d-4201-a756-aa60012225c3,PID__02.12.2020.pdf,2021-06-04T00:00:00
365,365,box culvert,Drainage,2019,Banteay Meanchey,Preah Netr Preah,Prasat,"50,889,100","50,500,000",Tes Narin,Required and completed,010404/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=baba6a11-2a34-4e06-874f-ab8200fd712c,PID__02.12.2020.pdf,2021-06-04T00:00:00
366,366,Earth canal,Road,2019,Banteay Meanchey,Preah Netr Preah,Prasat,"189,591,591","139,406,400",Chhour Kongveng,Required and completed,010404/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7aa0e005-9fd1-42c5-8677-ab820108e749,PID__02.12.2020.pdf,2021-06-04T00:00:00
367,367,Laterite road,Road,2014,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,"86,108,686",Not found,Not found,Required and completed,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f2090578-52ca-400a-a54e-a3e801051f7a,PID__02.12.2020.pdf,2021-06-04T00:00:00
368,368,Earth road,Road,2015,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,"86,685,884","96,305,000",R.M.T,Required and completed,010405/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=398ff0b3-9775-4478-ab16-a52a00988eae,PID__02.12.2020.pdf,2021-06-04T00:00:00
