_id,id,title,type,year,province,district,commune,project_budget_KHR,project_completion_cost_KHR,awarded_tenderer,environmental_impact,contract_id,view_detail,reference,last_update
207,207,Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Sambatt Mean Chey,"100,527,243","108,188,400",Hak Heng,Not required,200414/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d3021341-d62c-47eb-819f-a9270095948e,PID__02.12.2020.pdf,2021-01-02T00:00:00
208,208,Earth Road Repair and Laterite Pavement Road and culvert,Road,2019,Svay Rieng,Romeas Haek,Sambatt Mean Chey,"248,475,775","102,487,600",So Savoeun,Not required,200414/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=00d5669b-c0d2-493d-9004-ac2c00a27106,PID__02.12.2020.pdf,2021-01-02T00:00:00
209,209,Road repair,Road,2014,Svay Rieng,Romeas Haek,Trapeang Sdau,"79,814,504","78,030,000",Keo Sopheak,Not required,200415/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ce40b3fd-8e1c-476a-b4f9-a3f7009f15c2,PID__02.12.2020.pdf,2021-01-02T00:00:00
210,210,Mountain Sand Pavement Road Repair,Road,2015,Svay Rieng,Romeas Haek,Trapeang Sdau,"178,869,714","88,735,920",Chey Sovatny,Not required,200415/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5ffb58aa-668b-4700-9125-a4c200f2c5fd,PID__02.12.2020.pdf,2021-01-02T00:00:00
211,211,Laterite Pavement Road,Road,2016,Svay Rieng,Romeas Haek,Trapeang Sdau,"82,591,807","90,334,750",Kong Yon,Not required,200415/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ff514fbf-23b1-4fa6-a401-a678010780df,PID__02.12.2020.pdf,2021-01-02T00:00:00
212,212,Laterite Pavement Road,Road,2017,Svay Rieng,Romeas Haek,Trapeang Sdau,"154,157,544","80,631,000",So Chanra,Not required,200415/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6df83926-60e6-401d-ada4-a7a500bb4899,PID__02.12.2020.pdf,2021-01-02T00:00:00
213,213,Earth Road Repair and Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Trapeang Sdau,"266,440,800","98,074,500",Hak Leakhna,Not required,200415/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9241ad22-5309-46bc-a9e5-a92800a80def,PID__02.12.2020.pdf,2021-01-02T00:00:00
214,214,Mountain Sand Pavement Road and Culvert,Road,2014,Svay Rieng,Romeas Haek,Tras,"154,741,166","79,695,456",Nou BunThan,Not required,200416/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=371750dc-b566-43b0-8526-a2fa01144f1e,PID__02.12.2020.pdf,2021-01-02T00:00:00
215,215,Mountain Sand Pavement Road Repair and Culvert,Road,2015,Svay Rieng,Romeas Haek,Tras,"118,193,267","71,618,688",Nou BunThan,Not required,200416/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=752b97f5-84fa-414e-acd2-a489009b725f,PID__02.12.2020.pdf,2021-01-02T00:00:00
216,216,Mountain Sand Pavement Road and Culvert,Road,2016,Svay Rieng,Romeas Haek,Tras,"112,208,560","76,448,900",Nou BunThan,Not required,200416/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=72d41cb6-0e54-4d88-a98b-a60200fa1e77,PID__02.12.2020.pdf,2021-01-02T00:00:00
217,217,Earth Road Repair Laterite Pavement Roa dand Culvert,Road,2017,Svay Rieng,Romeas Haek,Tras,"189,716,096","69,180,480",Keo Sopheak,Not required,200416/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0cdbba46-6dd3-4552-b493-a7ed00b8f736,PID__02.12.2020.pdf,2021-01-02T00:00:00
218,218,Earth Road Repair and Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Tras,"207,495,047","95,344,200",VAN WY,Not required,200416/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=13d623db-99ef-4b2e-bb48-a92800b364b4,PID__02.12.2020.pdf,2021-01-02T00:00:00
219,219,Laterite Pavement Road,Road,2019,Svay Rieng,Romeas Haek,Tras,"136,299,048","53,821,300",Rom Katheya Construction,Not required,200416/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b5a25f03-adee-413e-936a-ac47010a3d77,PID__02.12.2020.pdf,2021-01-02T00:00:00
220,220,Canal Rehabilitation,Canal,2019,Svay Rieng,Romeas Haek,Tras,"60,097,483","59,916,000",So Chanra,Not required,200416/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d70aabdc-e9be-4217-8b78-ac53010dc6f9,PID__02.12.2020.pdf,2021-01-02T00:00:00
221,221,Laterite road,Road,2014,Banteay Meanchey,Mongkol Borei,Banteay Neang,"104,382,563","116,424,000",Chung Meng,Not required,010201/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d38d3853-63f0-4c44-bc7b-a38c0122aca3,PID__02.12.2020.pdf,2021-01-04T00:00:00
222,222,unlined earth canal,Canal,2015,Banteay Meanchey,Mongkol Borei,Banteay Neang,"80,740,001","85,470,000",Sim Vathana,Not required,010201/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=38a55de8-6871-455c-945b-a5fe00b1fa85,PID__02.12.2020.pdf,2021-01-04T00:00:00
223,223,unlined earth canal,Canal,2016,Banteay Meanchey,Mongkol Borei,Banteay Neang,"111,132,527","99,110,000",Sim Vathana,Not required,010201/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f979cb45-4366-471b-ab5d-a6e300a54ec5,PID__02.12.2020.pdf,2021-01-04T00:00:00
224,224,Laterite road,Road,2017,Banteay Meanchey,Mongkol Borei,Banteay Neang,"124,371,731","115,907,944",Tes Narin,Not required,010201/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3c05a066-e656-4c44-b365-a9bb00f75111,PID__02.12.2020.pdf,2021-01-04T00:00:00
225,225,Laterite road,Road,2018,Banteay Meanchey,Mongkol Borei,Banteay Neang,"176,490,000","176,528,602",Sim Vathana,Not required,010201/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=14d23ba0-a9c8-4a5a-8285-aa6000b7e206,PID__02.12.2020.pdf,2021-01-04T00:00:00
226,226,Laterite road,Road,2019,Banteay Meanchey,Mongkol Borei,Banteay Neang,"80,924,271","80,940,000",S R engineering & construction,Not required,010201/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b3d4bfb6-fde1-4a0a-a84d-ab9700a09a8d,PID__02.12.2020.pdf,2021-01-04T00:00:00
227,227,Earth Road,Road,2019,Banteay Meanchey,Mongkol Borei,Banteay Neang,"97,349,825","92,925,000",Veung SoMeng,Not required,010201/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=12bc7239-6ec3-4b99-ae64-abb500f1347d,PID__02.12.2020.pdf,2021-01-04T00:00:00
228,228,Laterite road,Road,2014,Banteay Meanchey,Mongkol Borei,Bat Trang,"68,051,130","74,536,000",Phaan Tara Construction,Not required,010202/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb2998c4-04e1-44ac-8c2c-a355012e3992,PID__02.12.2020.pdf,2021-01-04T00:00:00
229,229,Gravel road,Road,2015,Banteay Meanchey,Mongkol Borei,Bat Trang,"70,989,016","60,949,460",Phaan Tara Construction,Not required,010202/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb2998c4-04e1-44ac-8c2c-a355012e3992,PID__02.12.2020.pdf,2021-01-04T00:00:00
230,230,Gravel road,Road,2016,Banteay Meanchey,Mongkol Borei,Bat Trang,"78,734,049","84,752,080",LPR,Not required,010202/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb2998c4-04e1-44ac-8c2c-a355012e3992,PID__02.12.2020.pdf,2021-01-04T00:00:00
231,231,Laterite road,Road,2017,Banteay Meanchey,Mongkol Borei,Bat Trang,"78,786,629","88,677,600",Tes Narin,Not required,010202/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb2998c4-04e1-44ac-8c2c-a355012e3992,PID__02.12.2020.pdf,2021-01-04T00:00:00
232,232,Earth Road,Road,2018,Banteay Meanchey,Mongkol Borei,Bat Trang,"49,874,957","56,736,000",Phaan Tara Construction,Not required,010202/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb2998c4-04e1-44ac-8c2c-a355012e3992,PID__02.12.2020.pdf,2021-01-04T00:00:00
233,233,Earth Canal,Canal,2018,Banteay Meanchey,Mongkol Borei,Bat Trang,"44,966,71","45,600,000",Sim Vathana,Not required,010202/18/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb2998c4-04e1-44ac-8c2c-a355012e3992,PID__02.12.2020.pdf,2021-01-04T00:00:00
234,234,Laterite road,Road,2019,Banteay Meanchey,Mongkol Borei,Bat Trang,"119,095,531","119,784,000",Sim Vathana,Not required,010202/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb2998c4-04e1-44ac-8c2c-a355012e3992,PID__02.12.2020.pdf,2021-01-04T00:00:00
235,235,Laterite road,Road,2014,Banteay Meanchey,Mongkol Borei,Chamnaom,"122,781,772","136,053,881",Tes Narin,Not required,010203/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=18d7d23d-e4ec-4902-9da4-a39600a68473,PID__02.12.2020.pdf,2021-01-04T00:00:00
236,236,Unlined earth canal,Canal,2016,Banteay Meanchey,Mongkol Borei,Chamnaom,"86,455,199","95,845,750",CM,Not required,010203/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e2748405-c32b-4a71-8065-a64101061033,PID__02.12.2020.pdf,2021-01-04T00:00:00
237,237,Gravel road,Road,2016,Banteay Meanchey,Mongkol Borei,Chamnaom,"93,040,819","102,502,400",Chao Lign Chhign,Not required,010203/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=dd3a5a7b-228e-4c1f-b757-a65500b46ce8,PID__02.12.2020.pdf,2021-01-04T00:00:00
238,238,Unlined earth canal,Canal,2017,Banteay Meanchey,Mongkol Borei,Chamnaom,"111,894,902","103,180,000",Chao Lign Chhign,Not required,010203/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=442d32bb-b5a2-48a6-b2a4-a9c0009d4a1d,PID__02.12.2020.pdf,2021-01-04T00:00:00
239,239,Earth Road,Road,2018,Banteay Meanchey,Mongkol Borei,Chamnaom,"124,402,620","156,800,000",Sim Vathana,Not required,010203/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=21cb4bfb-eb47-4c7f-872a-aa6000f290b8,PID__02.12.2020.pdf,2021-01-04T00:00:00
240,240,Stone pavement,Road,2019,Banteay Meanchey,Mongkol Borei,Chamnaom,"88,452,172","88,760,000",Chao Lign Chhign,Not required,010203/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9af0cd24-0e01-4b14-aa49-ab9500927ccf,PID__02.12.2020.pdf,2021-01-04T00:00:00
241,241,Lift Foundation: Trail,Road,2019,Banteay Meanchey,Mongkol Borei,Chamnaom,"79,585,872","78,900,000",Veung SoMeng,Not required,010203/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d9cacf04-582d-4782-acda-ab9700996c3e,PID__02.12.2020.pdf,2021-01-04T00:00:00
242,242,Drainage construction,Drainage,2014,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,"64,742,600","70,290,000",Sar Song,Required and completed,010204/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=54485e7a-7c06-47b0-abca-a3ef00a5fe24,PID__02.12.2020.pdf,2021-01-04T00:00:00
243,243,Unlined earth canal,Road,2015,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,"46,472,950","49,225,000",Sim Vathana,Required and completed,010204/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1102bf01-9233-4deb-9fe1-a5b6010cac57,PID__02.12.2020.pdf,2021-01-04T00:00:00
244,244,Earth raod,Road,2016,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,"80,660,688","88,013,750",CM,Required and completed,010204/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=37efb778-0b0c-4aef-acfa-a6fa0106ac4d,PID__02.12.2020.pdf,2021-01-04T00:00:00
245,245,Road lift,Road,2017,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,"143,364,876","140,305,000",Veung SoMeng,Required and completed,010204/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ad13bb69-1a5a-4032-9491-a9e00083cce4,PID__02.12.2020.pdf,2021-01-04T00:00:00
246,246,Repairing gravel pavement,Road,2014,Banteay Meanchey,Mongkol Borei,Koy Maeng,"63,210,261","70,224,000",Chhour Kongveng,Required and completed,010205/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=387888fe-61f4-48dd-85c8-a3ef00aefbaf,PID__02.12.2020.pdf,2021-01-04T00:00:00
247,247,Earth raod,Road,2016,Banteay Meanchey,Mongkol Borei,Koy Maeng,"119,277,868","92,466,000",Hul Senghab,Required and completed,010205/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0c0a3897-000f-465a-afd2-a6fa010deabc,PID__02.12.2020.pdf,2021-01-04T00:00:00
248,248,Gravel road,Road,2017,Banteay Meanchey,Mongkol Borei,Koy Maeng,"105,006,733","93,500,000",Sim Vathana,Required and completed,010205/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=76bae6b3-cdb7-49ad-99f3-a9c200a0a9ad,PID__02.12.2020.pdf,2021-01-04T00:00:00
249,249,Laterite road,Road,2018,Banteay Meanchey,Mongkol Borei,Koy Maeng,"79,906,043","77,600,000",Sim Vathana,Required and completed,010205/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=47a7a495-a9ae-4271-b644-aa6000f978b8,PID__02.12.2020.pdf,2021-01-04T00:00:00
250,250,Gravel road,Road,2019,Banteay Meanchey,Mongkol Borei,Koy Maeng,"118,081,243","115,499,868",Tes Narin,Required and completed,010205/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c044e02c-af95-41bf-8bbb-ab970089de08,PID__02.12.2020.pdf,2021-01-04T00:00:00
251,251,Canal restoration,Canal,2014,Banteay Meanchey,Mongkol Borei,Ou Prasat,"91,779,655","81,400,000",Sam Ke,Not required,010206/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=33b9381d-df30-476b-9379-a40400a3bf36,PID__02.12.2020.pdf,2021-01-04T00:00:00
252,252,Earth road,Road,2015,Banteay Meanchey,Mongkol Borei,Ou Prasat,"46,579,449","29,431,111",Tes Narin,Not required,010206/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=837ca8b4-3908-4f76-8216-a5b700a04241,PID__02.12.2020.pdf,2021-01-04T00:00:00
253,253,Canal restoration,Canal,2016,Banteay Meanchey,Mongkol Borei,Ou Prasat,"149,823,620","159,742,000",Chao Chiva,Not required,010206/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=518e9a5e-2985-44fc-9f0b-a6e300f71368,PID__02.12.2020.pdf,2021-01-04T00:00:00
254,254,Concrete road,Road,2017,Banteay Meanchey,Mongkol Borei,Ou Prasat,"125,477,329","138,600,000",S R engineering & construction,Not required,010206/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3adb0d94-2e71-420f-8117-a9e0006af123,PID__02.12.2020.pdf,2021-01-04T00:00:00
255,255,Earth road,Road,2018,Banteay Meanchey,Mongkol Borei,Ou Prasat,"124,586,034","119,504,232",Chao Chiva,Not required,010206/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
256,256,Repairing gravel roads,Road,2014,Banteay Meanchey,Mongkol Borei,Phnum Touch,"90,584,355","100,749,000",Chan Sothy,Not required,010207/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
257,257,Earth raod,Road,2016,Banteay Meanchey,Mongkol Borei,Phnum Touch,"70,023,357","80,300,000",Chan Sothy,Not required,010207/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
258,258,Concrete weir with gates,Drainage,2016,Banteay Meanchey,Mongkol Borei,Phnum Touch,"74,459,080","80,300,000",Sar Song,Not required,010207/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
259,259,Earth raod,Road,2017,Banteay Meanchey,Mongkol Borei,Phnum Touch,"87,451,935","98,029,411",Chan Sothy,Not required,010207/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
260,260,Laterite road,Road,2018,Banteay Meanchey,Mongkol Borei,Phnum Touch,"114,505,727","114,370,000",Tes Narin,Not required,010207/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
261,261,Gravel road,Road,2014,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"86,054,871","95,851,800",Sreun Sokha,Not required,010208/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
262,262,Unlined earth canal,Canal,2016,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"124,586,034","61,050,000",Veung SoMeng,Not required,010208/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
263,263,Gravel road,Road,2016,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"124,586,034","63,822,000",LPR,Not required,010208/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
264,264,Gravel road,Road,2017,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"124,586,034","73,067,500",Chao Lign Chhign,Not required,010208/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
265,265,Unlined earth canal,Canal,2017,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"53,379,672","59,895,000",Chao Lign Chhign,Not required,010208/17/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
266,266,Stone pavement,Road,2018,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"58,782,120","58,500,000",Chao Lign Chhign,Not required,010208/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
267,267,Unlined earth canal,Road,2018,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"48,272,070","46,500,000",Sim Vathana,Not required,010208/18/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
268,268,Earth raod,Road,2019,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"124,586,034","88,925,000",Tes Narin,Not required,010208/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
269,269,Unlined earth canal,Canal,2019,Banteay Meanchey,Mongkol Borei,Rohat Tuek,"124,586,034","49,500,000",Tes Narin,Not required,010208/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
270,270,Gravel road,Road,2014,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"124,586,034","119,504,232",Sem Moun,Not required,010209/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
271,271,Unlined earth canal,Canal,2015,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"124,586,034","36,960,000",Sim Vathana,Not required,010209/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
272,272,Earth raod,Road,2016,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"124,586,034","57,182,400",Sim Vathana,Not required,010209/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
273,273,Gravel road,Road,2016,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"124,586,034","149,930,000",Sem Moun,Not required,010209/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
274,274,Gravel road,Road,2017,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"67,696,179","66,990,000",Chao Lign Chhign,Not required,010209/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
275,275,Earth raod,Road,2017,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"124,586,034","66,220,000",Chao Lign Chhign,Not required,010209/17/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
276,276,Concrete road,Road,2018,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"163,819,177","165,126,150",Sar Song,Not required,010209/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
277,277,Stone pavement,Road,2019,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"124,586,034","74,539,000",Sem Moun,Not required,010209/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
278,278,Earth raod,Road,2019,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,"124,586,034","118,146,000",Sem Moun,Not required,010209/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=75d7b91a-437d-4d62-807e-aae200f5eded,PID__02.12.2020.pdf,2021-01-04T00:00:00
279,279,Road construction and drainage,Drainage,2014,Banteay Meanchey,Mongkol Borei,Sambuor,"68,589,626","76,758,000",Veung SoMeng,Not required,010210/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a69fb15b-48b9-4dad-b78e-a36b00ead4e5,PID__02.12.2020.pdf,2021-01-04T00:00:00
280,280,Earth road,Road,2015,Banteay Meanchey,Mongkol Borei,Sambuor,"69,748,723","77,412,500",Tes Narin,Not required,010210/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7ba77b23-522e-4b55-aeb9-a53f00b1e340,PID__02.12.2020.pdf,2021-01-04T00:00:00
281,281,Earth road,Road,2016,Banteay Meanchey,Mongkol Borei,Sambuor,"60,468,548","66,935,000",Chao Chiva,Not required,010210/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=dccd524c-f6ba-4e5c-bbc8-a64300a372aa,PID__02.12.2020.pdf,2021-01-04T00:00:00
282,282,earth road,Road,2017,Banteay Meanchey,Mongkol Borei,Sambuor,"75,725,968","76,296,000",Veung SoMeng,Not required,010210/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=33c47c48-add7-479b-92a4-a9dd00b07389,PID__02.12.2020.pdf,2021-01-04T00:00:00
283,283,earth road,Road,2018,Banteay Meanchey,Mongkol Borei,Sambuor,"102,278,310","99,550,000",Veung SoMeng,Not required,010210/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=857a6be5-9f39-4750-ba92-aae200fddbe6,PID__02.12.2020.pdf,2021-01-04T00:00:00
284,284,Road foundation repair,Road,2014,Banteay Meanchey,Mongkol Borei,Soea,"87,301,163","97,852,832",Tes Narin,Required and completed,010211/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b91189d0-ea9e-4cd1-85b0-a3ef0099d84b,PID__02.12.2020.pdf,2021-01-04T00:00:00
285,285,Earth road,Road,2015,Banteay Meanchey,Mongkol Borei,Soea,"87,744,388","97,625,000",Sim Vathana,Required and completed,010211/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5590cec4-fdcf-4f1f-b349-a5b700946e32,PID__02.12.2020.pdf,2021-01-04T00:00:00
286,286,gravel raod,Road,2016,Banteay Meanchey,Mongkol Borei,Soea,"67,838,347","75,900,000",Chhour Kongveng,Required and completed,010211/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=86c4108a-0a46-463f-a3ad-a6fa00f31e7c,PID__02.12.2020.pdf,2021-01-04T00:00:00
287,287,Laterite road,Road,2017,Banteay Meanchey,Mongkol Borei,Soea,"92,483,859","103,950,000",Hul Senghab,Required and completed,010211/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3b24821d-b10c-46ad-af8a-a9bb00f00fa0,PID__02.12.2020.pdf,2021-01-04T00:00:00
288,288,Earth Road,Road,2018,Banteay Meanchey,Mongkol Borei,Soea,"101,137,060","135,063,000",Sim Vathana,Required and completed,010211/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b180e5b4-13cd-48df-b153-aa6001165083,PID__02.12.2020.pdf,2021-01-04T00:00:00
289,289,Gravel road,Road,2019,Banteay Meanchey,Mongkol Borei,Soea,"150,505,544","150,288,000",Win construction,Required and completed,010211/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c81ff3bb-7952-478b-9c9a-ab9700f2b224,PID__02.12.2020.pdf,2021-01-04T00:00:00
290,290,Unlined earth canal,Canal,2014,Banteay Meanchey,Mongkol Borei,Srah Reang,"66,250,229","48,620,000",Sam Ke,Not required,010212/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=52c3aea3-0521-4709-8c88-a40400abae92,PID__02.12.2020.pdf,2021-01-04T00:00:00
291,291,Unlined earth canal,Canal,2015,Banteay Meanchey,Mongkol Borei,Srah Reang,"28,849,110","29,535,000",Veung SoMeng,Not required,010212/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=11db6e9c-083b-4130-8717-a61900fccec8,PID__02.12.2020.pdf,2021-01-04T00:00:00
